Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,21,1,1249,1225,1343,1330,WN,1580,N779SW,54,65,41,13,24,LAX,LAS,236,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1411,1410,1536,1545,WN,2900,N754SW,145,155,133,-9,1,MHT,MDW,838,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,2110,2035,2220,2155,WN,851,N397SW,70,80,59,25,35,MDW,BNA,395,4,7,0,,0,5,0,0,0,20
2009,1,7,1,1119,1105,1447,1435,WN,451,N352SW,148,150,136,12,14,PDX,PHX,1009,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1614,1610,1722,1725,WN,2801,N610WN,68,75,57,-3,4,BWI,MHT,377,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1948,1930,2124,2100,WN,2179,N397SW,96,90,84,24,18,STL,OKC,462,3,9,0,,0,5,0,6,0,13
2008,1,15,2,853,830,950,930,WN,7,N646SW,57,60,48,20,23,DAL,HOU,239,2,7,0,,0,15,0,0,0,5
2009,1,6,7,925,925,1023,1025,WN,472,N362SW,58,60,47,-2,0,STL,MCI,237,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1753,1750,1854,1850,WN,1344,N200WN,61,60,43,4,3,STL,MDW,251,6,12,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,702,705,814,820,WN,539,N417WN,72,75,61,-6,-3,MAF,HOU,441,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,948,950,1154,1155,WN,1550,N682SW,126,125,112,-1,-2,TPA,SDF,727,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1326,1300,1643,1630,WN,401,N746SW,137,150,124,13,26,MDW,MCO,989,6,7,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,851,840,1014,955,WN,2613,N766SW,83,75,69,19,11,BUR,OAK,325,4,10,0,,0,7,0,8,0,4
2009,1,11,5,625,625,743,730,WN,1669,N423WN,78,65,48,13,0,LAX,LAS,236,3,27,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1150,1120,1310,1235,WN,3232,N201LV,80,75,66,35,30,SMF,LAS,397,6,8,0,,0,9,0,5,0,21
2008,1,19,6,724,725,840,840,WN,467,N720WN,76,75,56,0,-1,RNO,LAS,345,4,16,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,619,620,752,805,WN,963,N235WN,93,105,80,-13,-1,BWI,SDF,495,4,9,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,2004,2005,2321,2335,WN,1189,N493WN,137,150,127,-14,-1,MDW,MCO,989,5,5,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1132,1135,1247,1255,WN,2195,N430WN,75,80,61,-8,-3,BNA,MDW,395,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,953,955,1108,1120,WN,1022,N334SW,75,85,64,-12,-2,OAK,SAN,446,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1312,1315,1601,1610,WN,3484,N402WN,169,175,153,-9,-3,TPA,MHT,1204,4,12,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,1342,1340,1441,1445,WN,812,N389SW,59,65,44,-4,2,LAX,LAS,236,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1725,1625,1917,1825,WN,1081,N780SW,232,240,220,52,60,TPA,ABQ,1497,3,9,0,,0,13,0,0,0,39
2009,1,10,4,1124,1125,1326,1340,WN,748,N708SA,122,135,111,-14,-1,CMH,TPA,829,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,804,805,1008,1010,WN,891,N769SW,64,65,52,-2,-1,MDW,CLE,307,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1106,1110,1231,1240,WN,540,N641SW,85,90,74,-9,-4,IND,BWI,515,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1747,1720,1856,1825,WN,503,N269WN,69,65,46,31,27,LAS,BUR,223,3,20,0,,0,27,0,4,0,0
2009,1,11,5,1553,1555,1712,1710,WN,1413,N468WN,79,75,60,2,-2,SNA,SJC,342,3,16,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1412,1410,1642,1645,WN,1264,N695SW,90,95,75,-3,2,BNA,DTW,457,7,8,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,947,945,1148,1145,WN,3431,N278WN,121,120,109,3,2,OAK,SEA,671,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,714,715,847,835,WN,350,N324SW,93,80,74,12,-1,ONT,SMF,389,6,13,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,857,900,955,1000,WN,18,N200WN,58,60,46,-5,-3,HRL,HOU,276,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1814,1815,1925,1930,WN,192,N465WN,71,75,62,-5,-1,SNA,SJC,342,4,5,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1543,1520,1712,1650,WN,2969,N631SW,89,90,77,22,23,SLC,ABQ,493,4,8,0,,0,9,0,0,0,13
2008,1,22,2,NA,1025,NA,1135,WN,1198,,NA,70,NA,NA,NA,LAS,LAX,236,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,17,4,1935,1935,2034,2040,WN,2628,N616SW,59,65,48,-6,0,OAK,BUR,325,2,9,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1153,1155,1203,1210,WN,573,N455WN,130,135,116,-7,-2,LBB,LAS,775,6,8,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1733,1735,2016,2020,WN,1058,N458WN,103,105,83,-4,-2,BNA,MCO,616,5,15,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,700,700,933,930,WN,555,N513SW,153,150,140,3,0,SAT,MDW,1036,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,910,910,1020,1020,WN,1676,N771SA,70,70,57,0,0,BDL,BWI,283,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,2155,2200,2244,2255,WN,64,N522SW,49,55,40,-11,-5,HOU,DAL,239,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,1259,1300,1355,1400,WN,27,N380SW,56,60,46,-5,-1,DAL,HOU,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,2113,2115,2311,2320,WN,1546,N746SW,58,65,50,-9,-2,ONT,PHX,325,3,5,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1614,1610,1724,1725,WN,1533,N792SW,70,75,61,-1,4,SNA,SJC,342,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1156,1155,1309,1310,WN,3503,N375SW,73,75,52,-1,1,SAN,LAS,258,10,11,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1827,1740,1919,1830,WN,1274,N642WN,52,50,38,49,47,DAL,OKC,181,4,10,0,,0,0,0,7,0,42
2009,1,6,7,2026,1955,2358,2340,WN,1558,N480WN,152,165,143,18,31,MDW,RSW,1105,3,6,0,,0,14,0,0,0,4
2008,1,20,7,732,735,846,855,WN,3609,N405WN,74,80,58,-9,-3,MCI,MDW,405,6,10,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1736,1730,1904,1855,WN,641,N653SW,88,85,68,9,6,LAS,SMF,397,4,16,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1818,1820,1922,1935,WN,1861,N763SW,64,75,55,-13,-2,ALB,BWI,288,2,7,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1011,1010,1133,1140,WN,720,N427WN,82,90,58,-7,1,SLC,DEN,391,7,17,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1721,1720,1933,1935,WN,2268,N678AA,72,75,51,-2,1,SAN,PHX,304,6,15,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,712,715,833,835,WN,748,N416WN,81,80,61,-2,-3,MCI,MDW,405,7,13,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1512,1450,1636,1610,WN,2094,N629SW,84,80,62,26,22,OMA,MDW,423,6,16,0,,0,0,0,4,0,22
2009,1,5,6,1932,1705,2029,1805,WN,3589,N405WN,57,60,44,144,147,GEG,SEA,224,5,8,0,,0,0,0,0,0,144
2009,1,7,1,802,805,850,905,WN,2110,N713SW,108,120,89,-15,-3,BWI,BNA,588,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,1149,1155,1444,1505,WN,1690,N790SW,175,190,161,-21,-6,BDL,MCO,1050,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1457,1500,1549,1600,WN,1114,N242WN,112,120,100,-11,-3,HOU,ELP,677,2,10,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,935,935,1014,1020,WN,3748,N645SW,99,105,89,-6,0,DAL,ELP,562,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1504,1510,1644,1655,WN,717,N902WN,100,105,84,-11,-6,SEA,SMF,605,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,628,630,749,750,WN,2798,N902WN,81,80,70,-1,-2,JAN,HOU,359,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,805,805,1126,1135,WN,1765,N498WN,141,150,128,-9,0,MDW,MCO,989,6,7,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,643,645,643,645,WN,376,N636WN,60,60,45,-2,-2,PHX,LAS,256,6,9,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,2121,2105,2243,2225,WN,1482,N645SW,82,80,70,18,16,SAN,SJC,417,3,9,0,,0,4,0,2,0,12
2009,1,4,5,1049,1015,1400,1340,WN,1760,N370SW,131,145,114,20,34,OAK,DEN,957,5,12,0,,0,14,0,0,0,6
2008,1,16,3,1929,1935,2005,2010,WN,3770,N244WN,96,95,70,-5,-6,TUS,LAX,451,10,16,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1814,1815,1909,1915,WN,119,N374SW,55,60,43,-6,-1,HOU,MSY,303,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,1215,1210,1343,1345,WN,1487,N660SW,88,95,78,-2,5,DAL,STL,546,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1854,1900,2119,2135,WN,2038,N630WN,85,95,75,-16,-6,ABQ,DAL,580,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1958,1925,2201,2125,WN,2449,N413WN,243,240,227,36,33,MDW,LAS,1521,8,8,0,,0,19,0,3,0,14
2009,1,4,5,1831,1835,2005,2020,WN,3046,N624SW,94,105,77,-15,-4,RDU,MCO,534,6,11,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,NA,1250,NA,1405,WN,403,,NA,75,NA,NA,NA,ONT,OAK,361,NA,NA,1,A,0,NA,NA,NA,NA,NA
2009,1,8,2,1123,1115,1249,1255,WN,2360,N345SA,86,100,74,-6,8,SLC,PHX,507,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1711,1710,1759,1810,WN,50,N515SW,48,60,41,-11,1,HRL,HOU,276,2,5,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1004,1005,1100,1105,WN,732,N799SW,56,60,48,-5,-1,SJC,BUR,296,2,6,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1312,1240,1544,1505,WN,2003,N331SW,152,145,137,39,32,BWI,MCO,787,5,10,0,,0,19,0,7,0,13
2009,1,11,5,1549,1545,1637,1640,WN,2353,N615SW,48,55,38,-3,4,DAL,TUL,237,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,2021,2025,2104,2110,WN,2529,N673AA,43,45,27,-6,-4,AUS,HOU,148,2,14,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1451,1435,NA,1650,WN,1276,N467WN,NA,255,NA,NA,16,MDW,RNO,1680,NA,10,0,,1,NA,NA,NA,NA,NA
2009,1,12,6,1754,1755,1821,1830,WN,2788,N353SW,87,95,78,-9,-1,ABQ,LAS,487,3,6,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1207,1150,1218,1205,WN,12,N326SW,131,135,117,13,17,AMA,LAS,758,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1120,1120,1245,1245,WN,1343,N512SW,85,85,71,0,0,HOU,MAF,441,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1102,1030,1152,1125,WN,407,N636WN,50,55,37,27,32,MCI,TUL,223,3,10,0,,0,7,0,0,0,20
2009,1,7,1,618,620,829,825,WN,3938,N328SW,131,125,111,4,-2,OAK,SEA,671,7,13,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1249,1250,1349,1350,WN,187,N606SW,60,60,49,-1,-1,STL,MCI,237,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1136,1140,1244,1255,WN,2553,N285WN,68,75,59,-11,-4,ELP,PHX,347,4,5,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1556,1555,1731,1725,WN,1337,N363SW,95,90,82,6,1,SMF,PDX,479,7,6,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1248,1220,1416,1355,WN,806,N489WN,148,155,123,21,28,MDW,DEN,895,6,19,0,,0,21,0,0,0,0
2009,1,10,4,1523,1530,1709,1735,WN,3307,N727SW,226,245,213,-26,-7,MCI,OAK,1489,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1017,1010,1634,1645,WN,815,N276WN,197,215,178,-11,7,LAS,IND,1591,8,11,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1448,1430,1549,1550,WN,2377,N359SW,61,80,48,-1,18,LAS,RNO,345,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,926,925,1018,1015,WN,4,N505SW,112,110,100,3,1,ELP,SAN,636,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,607,610,715,725,WN,2355,N482WN,68,75,55,-10,-3,CLE,BWI,314,5,8,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1857,1900,2007,2015,WN,303,N686SW,70,75,59,-8,-3,LAX,OAK,337,6,5,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1323,1315,1851,1850,WN,1204,N268WN,208,215,183,1,8,LAS,MDW,1521,8,17,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,703,705,805,810,WN,7,N248WN,62,65,52,-5,-2,LIT,DAL,296,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,803,745,853,835,WN,1525,N732SW,50,50,34,18,18,OAK,RNO,180,4,12,0,,0,0,11,0,0,7
2009,1,13,7,953,955,1048,1100,WN,29,N663SW,55,65,44,-12,-2,MDW,STL,251,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1130,1135,1233,1240,WN,2273,N717SA,63,65,50,-7,-5,LAX,SJC,308,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1754,1745,1946,1930,WN,1476,N347SW,172,165,156,16,9,TUL,PHX,935,6,10,0,,0,2,0,7,0,7
2009,1,3,4,1656,1610,1908,1825,WN,283,N213WN,72,75,57,43,46,STL,CMH,410,5,10,0,,0,3,0,0,0,40
2009,1,4,5,947,925,1051,1030,WN,127,N434WN,64,65,53,21,22,BWI,BUF,281,2,9,0,,0,0,0,6,0,15
2008,1,16,3,2053,2050,2204,2205,WN,2876,N798SW,71,75,54,-1,3,RDU,PHL,336,5,12,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,626,630,801,810,WN,118,N731SA,155,160,135,-9,-4,PVD,MDW,842,7,13,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1432,1430,1527,1520,WN,736,N324SW,115,110,97,7,2,PHX,RNO,601,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1255,1210,1422,1320,WN,2184,N234WN,87,70,60,62,45,BUR,OAK,325,4,23,0,,0,11,0,17,0,34
2009,1,7,1,1147,1130,1426,1405,WN,438,N629SW,99,95,81,21,17,ABQ,DAL,580,3,15,0,,0,7,0,4,0,10
2009,1,13,7,2142,2135,2240,2235,WN,2627,N509SW,118,120,100,5,7,PHX,SMF,647,5,13,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1437,1425,1624,1605,WN,753,N292WN,107,100,84,19,12,PDX,OAK,543,17,6,0,,0,0,0,7,12,0
2008,1,18,5,1341,1330,1459,1500,WN,3777,N686SW,78,90,63,-1,11,LAS,SMF,397,5,10,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1045,1045,1333,1330,WN,963,N622SW,108,105,99,3,0,LAX,SLC,590,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,631,635,750,800,WN,3567,N265WN,139,145,116,-10,-4,ALB,MDW,717,7,16,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,2116,2105,42,35,WN,835,N420WN,146,150,123,7,11,PHX,MCI,1044,4,19,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1208,1210,1313,1320,WN,699,N777QC,65,70,53,-7,-2,SJC,ONT,333,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1024,1020,1216,1225,WN,1189,N259WN,52,65,41,-9,4,MDW,DTW,229,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,2026,2030,2124,2130,WN,57,N791SW,58,60,49,-6,-4,DAL,HOU,239,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1300,1300,1745,1755,WN,351,N229WN,165,175,149,-10,0,SAN,HOU,1312,4,12,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1339,1340,1445,1450,WN,323,N624SW,66,70,53,-5,-1,BWI,ALB,288,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1858,1845,2217,2215,WN,2629,N438WN,139,150,127,2,13,MDW,MCO,989,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1244,1245,1334,1340,WN,63,N769SW,50,55,38,-6,-1,HOU,SAT,192,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1053,1050,1642,1650,WN,549,N775SW,229,240,218,-8,3,PHX,MCO,1848,6,5,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1654,1625,1922,1905,WN,1023,N216WR,148,160,137,17,29,MCO,DTW,957,4,7,0,,0,3,0,0,0,14
2009,1,12,6,1644,1650,1746,1800,WN,373,N348SW,62,70,52,-14,-6,MCI,OKC,313,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1401,1400,1509,1515,WN,1462,N215WN,68,75,60,-6,1,HOU,OKC,419,2,6,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,NA,840,NA,930,WN,626,,NA,50,NA,NA,NA,HOU,SAT,192,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,19,6,1639,1640,1743,1755,WN,3145,N301SW,64,75,53,-12,-1,CLE,BWI,314,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1625,1535,1708,1625,WN,764,N603SW,43,50,31,43,50,BNA,BHM,177,2,10,0,,0,0,0,0,0,43
2008,1,22,2,2020,2000,2227,2205,WN,1629,N206WN,127,125,103,22,20,BWI,JAX,663,4,20,0,,0,0,0,2,0,20
2009,1,11,5,1114,1115,1211,1215,WN,788,N248WN,57,60,43,-4,-1,HOU,MSY,303,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,719,720,849,845,WN,1493,N752SW,150,145,138,4,-1,ISP,MDW,765,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1844,1845,2109,2125,WN,1161,N446WN,145,160,129,-16,-1,MCO,PVD,1073,6,10,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,NA,1230,NA,1355,WN,3776,,NA,85,NA,NA,NA,SNA,OAK,371,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,17,4,633,635,949,1015,WN,894,N716SW,136,160,121,-26,-2,SEA,DEN,1024,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,830,835,937,950,WN,3153,N784SW,67,75,56,-13,-5,LAS,RNO,345,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,2137,2145,2247,2250,WN,2624,N749SW,70,65,44,-3,-8,LAX,LAS,236,8,18,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1327,1255,1425,1400,WN,85,N309SW,58,65,48,25,32,AMA,DAL,324,3,7,0,,0,1,0,0,0,24
2009,1,4,5,1721,1700,1843,1805,WN,3149,N460WN,82,65,64,38,21,LAX,SJC,308,4,14,0,,0,1,0,17,0,20
2009,1,12,6,1443,1445,1546,1555,WN,3517,N464WN,63,70,50,-9,-2,RNO,LAS,345,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,955,950,1536,1545,WN,1060,N476WN,221,235,206,-9,5,PHX,TPA,1788,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1309,1255,1512,1510,WN,46,N684WN,123,135,112,2,14,ORF,TPA,717,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,843,840,926,930,WN,2447,N678AA,103,110,91,-4,3,ELP,LAS,584,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1949,1955,2307,2330,WN,753,N797MX,138,155,127,-23,-6,PHX,LIT,1136,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1736,1725,1909,1910,WN,39,N327SW,93,105,80,-1,11,HOU,BNA,670,5,8,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,1900,1900,1954,2000,WN,51,N291WN,54,60,43,-6,0,DAL,HOU,239,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1955,1955,2056,2110,WN,3399,N346SW,121,135,110,-14,0,HOU,ABQ,759,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1200,1200,1328,1325,WN,294,N656SW,88,85,73,3,0,SMF,SAN,480,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,628,630,718,725,WN,2,N398SW,50,55,40,-7,-2,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1917,1915,1958,2000,WN,1352,N448WN,41,45,30,-2,2,AUS,HOU,148,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,2037,2000,2252,2230,WN,421,N274WN,255,270,240,22,37,MDW,SEA,1733,7,8,0,,0,14,0,0,0,8
2008,1,19,6,1241,1215,1547,1530,WN,224,N286WN,126,135,111,17,26,DEN,MDW,895,5,10,0,,0,8,0,0,0,9
2009,1,6,7,1803,1720,1813,1725,WN,700,N374SW,70,65,51,48,43,PHX,LAS,256,3,16,0,,0,1,0,5,0,42
2008,1,18,5,1017,955,1120,1055,WN,1495,N470WN,63,60,40,25,22,LAS,SNA,226,5,18,0,,0,0,0,3,0,22
2009,1,8,2,620,620,746,750,WN,448,N742SW,86,90,74,-4,0,IND,BWI,515,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1621,1620,1809,1810,WN,1948,N493WN,168,170,155,-1,1,MCO,MDW,989,6,7,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,2039,1955,2136,2100,WN,1415,N368SW,57,65,46,36,44,PHX,ABQ,328,5,6,0,,0,12,0,0,0,24
2009,1,5,6,943,925,1218,1155,WN,151,N258WN,215,210,192,23,18,MDW,SLC,1258,11,12,0,,0,5,0,5,0,13
2009,1,11,5,930,935,1143,1210,WN,1245,N903WN,193,215,180,-27,-5,STL,PHX,1262,7,6,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1026,1030,1541,1545,WN,762,N492WN,195,195,170,-4,-4,LAS,MSY,1501,4,21,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,2017,1945,2149,2125,WN,1612,N620SW,92,100,70,24,32,SLC,PHX,507,7,15,0,,0,2,0,0,0,22
2009,1,3,4,2108,2045,2352,2330,WN,1145,N202WN,164,165,148,22,23,MCO,MHT,1142,4,12,0,,0,0,0,0,0,22
2009,1,12,6,659,700,848,910,WN,1237,N723SW,229,250,209,-22,-1,MCO,DEN,1545,9,11,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,2107,2110,2318,2320,WN,710,N396SW,71,70,57,-2,-3,LAX,PHX,370,6,8,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,2059,2050,2215,2215,WN,1287,N391SW,136,145,121,0,9,SAT,PHX,843,4,11,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,620,620,626,625,WN,2121,N632SW,66,65,49,1,0,SDF,STL,254,8,9,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,2016,1800,48,2245,WN,1019,N693SW,152,165,137,123,136,LAS,MCI,1140,4,11,0,,0,0,0,0,0,123
2009,1,13,7,1029,950,1220,1145,WN,2234,N321SW,111,115,95,35,39,SMF,SEA,605,7,9,0,,0,35,0,0,0,0
2008,1,21,1,1309,1310,1442,1450,WN,2282,N378SW,153,160,139,-8,-1,TPA,MDW,997,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1734,1620,1919,1825,WN,1493,N786SW,165,185,153,54,74,MCO,MCI,1072,3,9,0,,0,54,0,0,0,0
2009,1,12,6,1556,1555,1653,1655,WN,3771,N498WN,57,60,41,-2,1,BWI,ISP,220,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1045,1050,1147,1210,WN,1854,N502SW,62,80,49,-23,-5,PHL,MHT,290,2,11,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1039,1040,1318,1335,WN,795,N314SW,159,175,133,-17,-1,PHL,MCO,861,6,20,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1251,1225,1511,1445,WN,532,N380SW,80,80,68,26,26,BHM,TPA,460,5,7,0,,0,10,0,0,0,16
2009,1,9,3,2132,2120,2229,2215,WN,55,N754SW,57,55,48,14,12,HOU,HRL,276,2,7,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1804,1805,1958,2000,WN,919,N613SW,174,175,159,-2,-1,HOU,PHX,1020,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,825,825,939,940,WN,818,N774SW,74,75,63,-1,0,SNA,SJC,342,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1426,1430,1612,1640,WN,1308,N236WN,226,250,214,-28,-4,MCI,SEA,1489,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,2005,1840,2136,2005,WN,2807,N679AA,91,85,75,91,85,PDX,SMF,479,5,11,0,,0,0,0,6,0,85
2009,1,4,5,1300,1300,1400,1400,WN,1112,N433LV,180,180,167,0,0,SAT,SAN,1129,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,NA,950,NA,1100,WN,1404,,NA,70,NA,NA,NA,SAN,LAS,258,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,1,19,6,1956,2000,2113,2115,WN,520,N694SW,77,75,58,-2,-4,OAK,LAX,337,6,13,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,915,905,1048,1035,WN,2121,N682SW,93,90,73,13,10,LAS,SMF,397,5,15,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,840,825,940,930,WN,171,N751SW,60,65,49,10,15,BUF,BWI,281,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,952,950,1053,1100,WN,2193,N708SA,61,70,52,-7,2,SMF,BUR,358,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,851,845,1004,955,WN,993,N242WN,73,70,62,9,6,BUR,OAK,325,4,7,0,,0,NA,NA,NA,NA,NA
